Author;Date;Rating;Review;Book_title;Book_author;label
Читающий гусь;13.05.2025;2;"Это произведение можно описать одним словом — хаос. В нём всё смешалось в одну кучу: люди, кони…

Сюжет показался мне довольно специфическим, на любителя. Возможно, я бы отнесла ее к социальной сатире, которая показывает нам изнанку корейского общества и индустрии развлечений. Может заинтересовать тех, кто интересуется скандальной составляющей культуры К-РОР. Во время чтения у меня возникло ощущение, что это шаблон для всех корейских грязных историй.
Минусы
Плохо раскрыт сюжет, осталось много вопросов.";"""Айдол"": смертельный дебют";Гюль Со;-1
Марина;26.04.2025;5;"Любите дорамы? Эта книга для вас. Отличная история в стиле корейских дорам с жнецами ,юмором и любовью(ну и щепотка детектива ,куда без этого,героиня то детектив)
На самом деле как такого детектива тут мало (как по мне),он нужен что бы соединить пазл.
Главное конечно же любовь! Это отличный роман. Местами очень смешной (Джихван это просто ходячий мем,это невозможно)
Минджу красотка -умница ,чем и отпугивает ухажёров. А нам только это и надо:) Ведь Джихван давно ее заприметил.
В истории очень много намеков ,символов по которым можно понять что со встречей Джихвана и Минджу,не все так просто . Не все так очевидно как думает главный герой(я кстати все намеки пропустила и в конце была приятно удивлена, когда поняла все отсылки)

Если вы ищите прям детектив детектив,то скорее всего это не то. Покупайте эту историю как роман роман.";Надеюсь, увидимся еще не скоро;Габриэль Коста;1
Любовь;25.04.2025;5;"Какая нежная история!
Ждала выхода этой книги больше, чем выхода БТС из армии. Она безумно красивая, начиная от обложки и заканчивая каждой деталью в оформлении. Не разочаровалась ни на секунду: это милая история любви, которая, как настоящая дорама, держала меня на острие трепещущего сердца до самого конца!

Закрыла книгу, вдохнула и открыла снова тут же. Хочется перечитать уже сейчас!
Плюсы
Любовная линия, плавная и затрагивающая за живое.
Минусы
Не нашла!";Надеюсь, увидимся еще не скоро;Габриэль Коста;1
Пользователь скрыл свои данные;20.04.2025;1;"Осторожно, есть спойлеры!

Я с большим недоверием отношусь к авторам, которые пишут под иностранными псевдонимами.
Однако этому автору и его книге я решила дать шанс. Хотя аннотация была простой, оформление и иллюстрации привлекли моё внимание и внушили доверие.
И какой же мой вердикт? Я была глубоко разочарована и ещё раз убедилась, что с такими «загадочными авторами» нужно быть осторожнее. Я не понимаю, как такие книги вообще попадают на полки книжных магазинов.
Плюсы
Это талант иллюстратора и профессионализм маркетологов, которые смогли привлечь внимание к этой книге.
Минусы
*Сюжет, который с трудом вырисовывается.
Главный герой — жнец, который по какой-то удивительной причине получил возможность стать человеком.
Главная героиня — детектив, которую жнец должен спасти, чтобы остаться человеком.
И проблема в виде маньяка. 
Детективная линия в этой книге кажется искусственной и нелепой. Большую часть книги герой ест и удивляется окружающим его технологиям, хотя он и жил среди них 73 года в образе жнеца. Но став человеком, его интеллект, казалось, резко упал, и он удивляется даже работающему телевизору.
За пару глав наш автор разобрался с основной проблемой книги. В итоге всё, что пытался исправить наш горе-герой, оказалось ошибкой системы, после исправление которой все вернулось к истокам.

*Грамматические ошибки";Надеюсь, увидимся еще не скоро;Габриэль Коста;-1
Цинсюань;06.04.2025;5;"Я буквально несколько минут закончила прочтение и нахожусь под огромным впечатлением! Мне очень понравилась книга. Рекомендую всем тем, кто любит детектив и вплетённую в него романтическую линию!!!!!
Плюсы
Сюжет заставляет читать книгу и днем и ночью. Я буквально не могла оторваться от книги, ведь хотела как можно скорее узнать концовку! К слову концовка стоила того, так что опять же рекомендую!!!!
Минусы
Минусы отсутствуют!";Надеюсь, увидимся еще не скоро;Габриэль Коста;1
Екатерина;16.05.2025;1;"Редко пишу отзывы к книгам, но тут накипело. Я очень сил хотела эту книгу, потому что смесь фентези и любовного романа мне очень нравится. Разочарование с первых страниц. Целые главы рассуждений главных героев о боге, любви и аде. Такая нудная книга. Честно, никому не посоветую ее. Если хотите заснуть под монологи, то вперед. Не знаю откуда столько хайпа вокруг этой книги и не понимаю людей которым она понравилась. Прям 1 из 10, и то 1 тупо за главного героя и красивую обложку.
Плюсы
Обложка красивая
Минусы
Скучные монологи. Сюжет в кашу. Не понятно вообще чем все это закончилось. Скучно";Искуситель;Джек Тодд;-1
Kristina;15.05.2025;2;"Покупаю все книги этой серии с перчиком, но в последнее время одни разочарования. 2/5 за красивую обложку, интересную задумку и обманутые ожидания. Не верьте обещаниям аннотации и шкалы с оборота.
Книга максимум фэнтези, если идете сюда за ???, явно ошибетесь. Дело даже не в мизерном количестве постельных сцен, самого огонька между гг не чувствуется. Одно нытье, оба гг обиженные, недолюбленные родителями. Избитая тема падшего ангела и девочки, которую не любили родители. От названия тоже одно название, никакого искусителя и в помине не было, распрыскал свои фирамоны вот тебе и искушение?? вроде бы можно сказать, что не плохо, но издаваться под дарк романом точно не заслуживает. Взаимодействия между гг очень мало, буквально от незнакомцев к вместе «спим» без каких либо событий и взаимодействий между, лично у меня пазлы не сложились. Возможно виноваты пресловутые ожидания, но книга расстроила.";Искуситель;Джек Тодд;-1
Елена;14.05.2025;3;"Бойся своих желаний... демон должен исполнить желания, как оказалось одно, но сокровенное. Главной героине условия контракта с демоном не раскрываются и он этим пользуется. Долго она не понимает сколько желаний, как исполняются.. в итоге рушит свою жизнь своими же руками.. Обещанные горячие сцены отсутствуют. Первая их сцена, да, неплохая, вторая мимолетная. И это на всю книгу. В основном сплошные разговоры.. Ожидала большего. После Импринт, например, эта книга разочаровала. Аннотация зацепила, а вот книга не вдохновила. Нудно.
Плюсы
Хороший слог
Минусы
сплошные диалоги, мало событий, книга не цепляет";Искуситель;Джек Тодд;0
Ли.;10.05.2025;3;"Главная героиня на вечеринке случайно режет свой палец и заключает сделку с демоном, который должен исполнить ее сокровенное желание. А именно - любовь.
Но здесь была настолько нелепая эротическая сцена. будто автор в какой-то момент подумала ""ну уже пора""?? и просто вписала её. Это было странно. Мрачно, но всё же это не дарк романс.
Но думаю любителям подобных романов это определённо понравится.";Искуситель;Джек Тодд;0
Deboshir;10.05.2025;1;"Всем доброго времени суток!
Очень ждала эту книгу, не смотря на то, что автор русский. Обложка, аннотация — шикарно, да ещё и от моей любимой серии «Love», что может быть не так? А может!
Во-первых, я не увидела там дарк-романа, только философские монологи от Мера, как мем с Понасенковым во время его прогулок по паркам.(бесспорно чертовски хорош дьявол мгг, но сырой, плохо проработан.)
Во-вторых, про горячие сцены можно забыть и плакать в этой книге. Да, есть мораль, одиночество, любовь до гроба, но автор настолько все пустила все коту под хвост, что печально.
Вечные монологи, глупая жгг, никаких крутых поворотов нет, только закосы на дарки.
Удивлена, что такая сырая книга была выпущена, как говорится, большой шкаф громко падает.
Конец мне понравился, открытый и интригующий, но если смотреть в целом эта книга не стоит своих денег.
Не хочу покупать не книгу ”Бессердечный” именно из-за этой книги, не дам второй шанс.";Искуситель;Джек Тодд;-1
Natalya;08.05.2025;2;"все не, то чем кажется
Столько ожиданий и все впустую, начинала читать, после перешла в аудио, и финал ждала только потому, что была надежда на него... Но и там не случилось чуда, любви-не увидела, дарк ?? Ну если только описание убийств, читала у автора другие книги, и никак не ожидала то тут при прекрасном оформлении все окажется печальным..
Советую ли я данную книгу,скорее нет, но дать шанс можно, вдруг найдётся читатель и на данное произведение??
Плюсы
Не нашла
Минусы
Сюжет, слог";Искуситель;Джек Тодд;-1
Кристина;04.05.2025;3;Не раз замечала книги автора у самиздатов по бешеным ценам, и вот увидев одну из новинок у MainStream решила, что была не была, надо познакомиться. Весь все же было не зря, да?)) Но увы, не сложилось. Обложка крутая, тут и говорить нечего. А что с содержанием?! (Меня не покидали мысли, что написано как-то посредственно... Где детали, где полет фантазий, где эмоции, где финал??? Кроме того, что у нас тут демон, и красотка с низкой самооценкой, потому то её не любили мама с папой, я вообще ничего не уловила,потому что неоткуда было что-то брать. Сухой текст, скудный сюжет, ещё и финал додумай сама. За вторую книгу, которая уже анонсирована, браться не буду. (((;Искуситель;Джек Тодд;0
Анастасия;01.05.2025;5;"Как даркроман эта книга оправдала мои ожидания. Здесь не стоит ждать ""сладкой ваты и мармеладок"", привычных героинь и героев, которые изменятся по мановению волшебной палочки. Жизнь, особенно с примесью магии, жестока.

Персонажи показаны, в том числе, и с неприглядных сторон.
Сильвия отличается неким высокомерием, причем это только поверхностное впечатление. А для демонов нормально смотреть на жизни людей под другим углом, у них своя мораль.

С самого начала реакция Сильвии на появление демона выглядит в рамках ее же портрета. Она — человек, который жил обычной жизнью и теперь в панике. Это естественно.

Призраки прошлого обоих героев прописаны ярко, показывая травмирующий опыт. Эта история о двух израненных душах и поднимает тему подсознательных желаний. Порой нам кажется, что мы хотим того или иного, а в итоге оказывается, что мы сами не пышем добродетелью. Да и желания могут сбываться по-разному.";Искуситель;Джек Тодд;1
Ирина;29.04.2025;2;"Обложка книги интригующая с черепком. Но на этом всё.
80% книги демон Мер, бывший ангел рассуждает про ад и рай. И так каждую главу...
Сильвия богатая девочка, считает себя обиженной жизнью.
Герои мало пообщались , ничего не понятно , и хоп прошло пару месяцев и она влюбилась, эм, что? Как буду то чего-то не хватает , нет?
То что сзади написано на книге, горячие сцены, крутые повороты сюжета , что?!где?!
Скучная , не интересная книга.
Плюсы
нет
Минусы
одни минусы.";Искуситель;Джек Тодд;-1
Алена;29.04.2025;1;"СПОЙЛЕРЫ
Решила купить эту книгу из-за серии, в которой она выпускается, и из-за потрясающей обложки с аннотацией. Какие были мои ожидания!
И все они рухнули. Книгу ужасно несуразная. ЖГГ глупая и твердолобая. Мгг никакой не искуситель. Так, просто сказал пару фраз. Все сюжетные ветки слили, про концовку я вообще молчу. Ощущение, что героям здесь по 12-13 лет. И не радуйтесь круговой диаграмме на обложке книги. Любви здесь 0%, сюжетных поворотов 1%, перчика здесь 3% и то очень топорно написанных.
Не советую книгу совсем.";Искуситель;Джек Тодд;-1
Виктория;29.04.2025;1;"Очень плохо
Книга настолько слабая, что даже половину тяжело осилить, не говоря уже дочитать до конца, хотя я делала предзаказ и ждала именно в бумажном варианте. Персонажи картонные, сюжет неинтересный абсолютно, причем гг только вызывала раздражение. За половину книги ровным счетом ничего не произошло, не считая того, что это вообще даже близко не дарк роман.
Плюсы
Обложка более-менее неплохая
Минусы
Скучный сюжет
Плохо прописанные гг";Искуситель;Джек Тодд;-1
Марина;27.04.2025;1;"Книга побеждает в номинации «разочарование года»
От заявленных издательством «85% горячих сцен для любителей острых ощущений», не увидела и 5%… содержание, на мой взгляд, и на дарк роман то не особо тянет, да и просто романтики тут нет, главные герои плоские, поступки их глупые…Для меня сие произведение оказалось пустой тратой времени и денег… из плюсов могу выделить лишь симпатичную обложку…";Искуситель;Джек Тодд;-1
Дарья;27.04.2025;4;книга - однотомник, что очень понравилось. Обложка, оформления, форзацы - просто прекрасны. Аннотация тоже цепляет. Необычный сюжет, вызов демона, исполнение желаний, расплата. Персонажи интересные, особенно сам демон -ох, разрыв сердечка. Сильвия иногда раздражала, есть небольшие провалы в сюжете. А так читается быстро, интересно, за пару вечеров. Горячих сцен было не так много, все хорошо, толково написаны. Книгу в принципе рекомендую;Искуситель;Джек Тодд;1
кс.;25.04.2025;3;"Купила книгу из за того, что аннотация обещала что то захватывающее, да и жанр в стиле дарк обойти стороной очень сложно.
По факту оказалось не очень..
Не слишком сильно описаны главные герои. В книге много мыслей и монолога персонажей, чем взаимодействия между ними. 85% горячих сцен? Нет.
Любовная линия развивается слабо и скудно. Ближе к концу заставляла себя дочитывать, так как весь интерес пропал.";Искуситель;Джек Тодд;0
Елена;"22.04.2025
";2;"Разочарование
Не скажу, что это дарк роман,скорее сентиментальный любовный роман с элементами тёмного фэнтази, потому что и до полноценного фэнтази не дотягивает.
И честно говоря, очень похоже на фанфик. Или просто это произведение сырое и недоработанное.

Половину книги казалось, что читаю что-то подростковое,про истеричных и проблемных школьников, и казалось бы причем тут демон и темная романтика!?
С середины уже пошло что-то похожее на дарк .

Жгг вообще не понравилась,автор её сделала истеричкой и вечно ноющей, она только раздражала своим поведением и отношением ко всем.
Грезила только о любви и больше ни чего не хотела . И только ныла, что ее все никчёмной считают.
А вот демон более менее мне понравился, только он и вытянул всю книгу .

Сцены 18+ чопорные ,деревяеный и сухо прописанные.
Так же и не прониклась их любовью ,она словно неоткуда взялась, всё плохо прописано.

Текст написан каким-то рывками,словно некоторые моменты вырезали не там где нужно или это такое странное повествование у автора, не понятно.
Так же много часто повторяющиеся слов,словно автор зациклена на одних и тех же словах .

И финал мне не понравился,вся надежда была на него и то он тоже разочарование,всё банально и предсказуемо.
Оценка 3 из 10(2 звезды)";Искуситель;Джек Тодд;-1
Иришка;19.04.2025;5;"Книга мне понравилась, спасибо, что не растянули на миллион страниц и много книг из цикла, на один раз, сцены конечно горячие, хорошо прописаны
Главные герои для меня не совсем раскрыты и не хватило сюжета, но несмотря на это впечатления положительные
Спасибо автору за книгу, имеет место быть в книжном мире, думаю, что другие книги автора мне понравятся больше чем данная";Искуситель;Джек Тодд;1
Кто-то;19.04.2025;2;"Хорошая задумка, но плохое исполнение
Книга сразу заинтересовала аннотацией, оформила предзаказ, хотя обложки такие не в приоритете. Но увы, темное фэнтези оказалось слишком не совсем темным. Горячих сцен тоже не было, так пару незначительных. Временные рамки не особо понятны, событий на 2 недели, а пишут прошел год. Чем занималась все это время гг? Рыдала? Вызывала раздражение, но никак не сочувствие. Мгг его история была интересна, ждала иного финала конечно, так как не люблю открытые. Но книга вышла слабенькой(";Искуситель;Джек Тодд;-1
Анастасия;14.04.2025;3;Очень ждала выхода этой книги. Зацепила аннотация, но ожидания не оправдались. Начало было захватывающим и интересным (но все равно глуповатым), но по ходу чтения все спадает от слова совсем. Довольно деревянные персонажи. Ожидаемый конец для главных героев. Довольно привлекательная и тактильная обложка. Плотные, но желтые страницы. Перечитывать точно не буду.;Искуситель;Джек Тодд;0
Мария;13.04.2025;3;"Не хэппи энд - не для меня
Взяла книгу в магазине, т к приглянулось описание. Не стала читать отзывы в приложении, что обычно делаю, если это не заранее выбранная книга, и это моя ошибка. Прочитала первые 120 страниц и последние 50. То, что между ними, читать не стала, так как в книге, по сути, открытый конец, что я не люблю. И желания читать то, что между ними тоже нет и, судя по отзывам, это правильное решение.
Плюсы
Интересный взгляд на мир (рай/ад/демоны/ангелы), обложка
Минусы
Не соответствует заявленным характеристикам";Искуситель;Джек Тодд;0
Сокова;11.04.2025;2;"Книга не понравилась. Тот случай, когда обложка интереснее содержания. Половину глав можно было вычеркнуть из-за своей не содержательности. Не понравилась главная героиня, отталкивает, не располагает к себе. Вроде бы сто раз написано, что вторая героиня её лучшая подруга, но слова и действия показывают, что друг из нее так себе, отношения между этими подругами хуже вражеских. Постоянные оскорбления. Главный мужской персонаж также не вызывает никаких эмоций кроме смеха.
Из плюсов, понравилась только линия отношений между Сильвией и родителями, хорошо расписана, правдоподобно. На остальном плюсы заканчиваются. Книгу кле дочитала, скучно и абсурдно. Идея неплохая, но реализация подкачала.";Искуситель;Джек Тодд;-1
Екатерина;09.04.2025;4;"Не совсем то, чем кажется
Данное мнение очень субъективно, прошу обратить на это внимание!
Прочитав аннотацию была вдохновлена захватывающим сюжетом. Ну как же, это же так интересно, демон и человек, из этого выйдет что-то вдохновляющее! Должно было выйти! Мне всегда нравились истории, где задействованы ангелы и демоны. Но тут это не совсем логично. Понравилась линия самого демона и объяснение, как он стал демоном. Но это было будто «вброс» в никуда( в общем, все самое интересное в аннотации. Прочитать один раз подойдет, но перечитывать точно не буду.
Плюсы
Очень красивая обложка. Читай-город как обычно радует качеством доставки (все в сроки, книга в идеальном состоянии)
Минусы
Сюжет";Искуситель;Джек Тодд;1
Дарья;09.04.2025;1;ужасно. сплошное разочарование, походит на банальный роман для девочек, ничего интригующего, захватывающего и страстного. Книгу очень ждала из-за сюжета, а по итогу.. В книге только лишь монолог из головы гг, диалога и взаимодействия 0, хотя такое можно было написать и раскрутить, демон же все таки, и не абы какой, а демон похоти. ну е-мае, хоть пастельные сцены можно было ярче описать. (спойлер!) их всего в книге две и тянут на 16+, заявленным характеристикам и описанию книга абсолютно не соответствует;Искуситель;Джек Тодд;-1
Мария;07.04.2025;1;"ну такое....
ожидала большего, особенно с таким высоким процентом ""перчика"", хотя книа больше 16+, чем 18+
Сама история если честно не о чём, проблемы ГГ натянуты не просто за уши, а дважды через тело и за уши, меня все не так любят, я не очень умная и вообще такая несчастная... ""демон"" на моей взгляд вообще пустая оболочка, эмоциональный план как у улитки, ""я демон, я не могу любить, я демон""....боже, честно сказать дочитала через силу.
Если бы у книги было ограничение 16+ и шкала с горячими сценами была 1%, то вопросов не было бы, просто книга с супер простым сюжетом, а так столько надежд было и все рассыпались";Искуситель;Джек Тодд;-1
Анна;06.04.2025;4;"Очень ждала выхода этой новинки, книга заявлена как дарк роман да еще и с призывом демона, аннотация очень зацепила , но как по мне, да дарка она не дотягивает , нет в ней этой перчинки, от которой захватывает дух. Мое мнение, книгу можно было написать в разы круче, задумка огонь но не хватило полета фантазии.
Перечитывать однозначно не буду
Плюсы
Книга читается легко и быстро
Хорошее описание демона
Минусы
Скомканная концовка
Открытый финал";Искуситель;Джек Тодд;1
оксана;06.04.2025;3;Книга заявлена как темный роман, по сути городское фентази. Заинтересовал сюжет, но не оправдал ожидания. Самое интересное в книге описание истории падение ангелов, и микроописание Ада. Горячие сцены 3 с натяжкой. От заявленных на обложке и соответствии содержание никакого, даже автор заявляет что в книге 4 по факту 3. Одна звезда за микроописание ада, одна за идею, одна дизайнеру за обложку.;Искуситель;Джек Тодд;0
Юлианна;05.04.2025;4;"Могло бы быть и лучше.
К сожалению, роман не оставил того послевкусия романтики и бабочек в животе. Очень примитивный сюжет, уж слишком много описания собственных мыслей/раздумий главной героини, уж слишком много страданий, жалости к себе, внутренних монологов…от этого становилось скучно, и мне, к сожалению, или, к счастью, приходилось это все перелистывать. На полке книгу точно не оставлю, возможно, передарю.";Искуситель;Джек Тодд;1
Оксана;03.04.2025;3;"Даже близко не дарк ??
Товарищи! Это не дарк роман, от слова совсем. Вполне проходной такой полуфэнтези романчик, но из дарка-только обложка и возможно, рога мгг??. Сложно было привыкнуть к стилю автора, мне показалось суховато и топорно. Возможно, редакторы не доработали на совесть. Очень много повторов, все одно, да потому. Задумка и сама суть истории, очень даже понравились, но вот исполнение, мягко говоря, подкачало. Первую половину книги, было стойкое ощущение, что меня обманули ??к концу вроде началось что-то интересное, но и книга на этом закончилась ?????????так что не ждите от этой истории многого, дарк эмоций не получите ???????";Искуситель;Джек Тодд;0
Полина;01.04.2025;1;"Одно разочарование
Я расстроена, было столько надежд на эту книгу, сделала предзаказ, ждала, получила, но спустя пару глав я поняла, что это абсолютно пустая и бессмысленная трата моего времени, но я все же прочитала, чтобы оставить отзыв об этой книге. Одно да по тому, сплошные повторяющиеся монологи, но только разными словами. Концовка размазана, нет чувства завершенности. У ГГ напрочь отсутствует мозг. Хоть монологов и много, описания маловато. Я дочитала книгу, но так толком и не поняла как выглядит гг. Про демона и подавно ничего не ясно. Написано, что 85% горячих сцен, 60% крутые повороты сюжета, 40% любовь и романтика. По факту же 10%, 5% и 5%. Нет ничего, кроме пустых мыслей гг. Я разочарована.
Плюсы
Нет
Минусы
Вся книга сплошной минус";Искуситель;Джек Тодд;-1
Дарья;01.04.2025;3;"Ну как буд-то бы на троечку, но так как я люблю эту серию ""дарк романов'', то накину ещё плюсик.
Ну в целом я ничего особенного и не ожидала. Да, слегка глуповатые герои (особенно главная героиня местами бесила), но вот мужчина-демон неплохой вышел. Горячие сцены не вызывали чувства стыда, но их было мало.
В итоге.. Я очень хотела, чтобы мне понравилась эта книга, но увы, ожидания не оправдались.";Искуситель;Джек Тодд;0
Рада;01.04.2025;2;ещё не читала, но сама книга по качеству - Тихий ужас, бумага серая и очень тонкая, печать отдельная история вообще, под пальцами даже если легко провести смазываеться, текст с первого листа отпечатался на соседний пустой. срез необработанный,оформления никакого нет вообще, единственная картинка это обложка и все. качество самой обложки неплохое, сама обложка матовая, название и автор глянцевые и слегка выпуклые.;Искуситель;Джек Тодд;-1
Юлия;30.03.2025;1;Аннотация обещала что-то захватывающее. И запретное. Но обещать- не значит жениться. На картинке основные тропы книги, по мнению издательства. По итогу: стекла нет. Либо у них свое понятие стекла, для меня это не стекло. Вынужденное сближение тут элементарная похоть, потому что он плод ее фантазий в прямом смысле этого слова. Сборный образ из ее головы. Жаркие сцены одна штука. Не жаркая. Их «любовь» из воздуха взялась. Взаимодействие их минимум, откуда любовь? Ненависть это сказанные пары раз «я тебя ненавижу». А есть тут сухой слог, недосюжет, нелогичность действия и пустые персонажи. Женский персонаж недолюбленная родителями, эгоистичная, глупая девочка, которая хочет заботы. Мужской персонаж это скучающий, не устающий говорит какой он классный, знает и чувствует все мысли и примитивные хотелки людей и ужасно долгие рассуждения о том как он жил раньше и какие все однообразные. Скукотища!!! Развития нет. Конец смазан, но логичен для меня.;Искуситель;Джек Тодд;-1
комната чтения;30.03.2025;4;"Мне книга понравилась, читается легко, персонажи отличные, но как будто чего-то не хватило:(
Самый интерес просыпается с середины книги. Не хватило сюжета, книга заявлена как дарк роман, но постельных сцен всего несколько, и не расписаны совсем , книга никак не 18+
Прочитать стоит, лёгкий романчик с перчинкой
Плюсы
Отличная задумка
Минусы
Мало горячих сцен, и не совсем не расписано.";Искуситель;Джек Тодд;1
Анна;28.03.2025;2;"В целом получилось очень и очень слабо. Не думайте, я люблю эту серию и знала на что шла. Тут дело не в противоречивом сюжете, а именно кВ качестве написания и персонажах.
Плюсы
Должна отдать должное — эротические сцены получились горячими, написано вполне неплохо, но их буквально 2 на всю книгу. К тому же демон тоже вполне в моем вкусе — ходячее клише: высокий, татухи, пирсинг, сломленная душа. Понравилось, что автор не стал делать хэппи-энд, тут это было бы совсем не к месту. Еще неплохо было написано, как ангелы пали с небес — я никогда в книгах такого подхода не видела.
Минусы
Честно говоря, давно не читала книгу такого низкого качества. Тут плохо просто все: герои плоские и отталкивающие, невразумительный сюжет, отвратительная манера подачи текста. Я просто в шоке и ужасе, как издательство могло купить права и выпускать это. Данную книгу я бы бесплатно в интернете читать не стала, не то что бы платить 600-700 р за плохой сюжет и низкое качество самой печати.";Искуситель;Джек Тодд;-1
Elli;27.03.2025;2;"Очень нудная
Если честно, я редко оставляю плохие отзывы на книги, но эта книга просто из рук вон плохо.
Большая часть книги нытье главной героини, неуверенной в себе. С самого начала, с первой главы все несуразно и ужасно надуманно. Горячих сцен ровно две и то скудно написанные! Если честно мне понравилась только обложка от книги и больше ничего. Ожидания не оправдались совсем. Разочарована";Искуситель;Джек Тодд;-1
